Ano,Enunciado_Alternativas,Area_de_Conhecimento
2021,"Sinhá Se a dona se banhou   Eu não estava lá   Por Deus Nosso Senhor   Eu não olhei Sinhá   Estava lá na roça Sou de olhar ninguém   Não tenho mais cobiça   Nem enxergo bem Para que me pôr no tronco   Para que me aleijar Eu juro a vosmecê   Que nunca vi Sinhá [...] Por que talhar meu corpo   Eu não olhei Sinhá   Para que que vosmincê   Meus olhos vai furar   Eu choro em iorubá Mas oro por Jesus   Para que que vassuncê   Me tira a luz. CHICO BUARQUE; JOÃO BOSCO. Chico . Rio de Janeiro: Biscoito Fino, 201 1 (fragmento). No fragmento da letra da canção, o vocabulário empregado e a situação retratada são relevantes para o patrimônio linguístico e identitário do país, na medida em que Aremetem à violência física e simbólica contra os povos escravizados. Bvalorizam as influências da cultura africana sobre a música nacional. Crelativizam o sincretismo constitutivo das práticas religiosas brasileiras. Dnarram os infortúnios da relaç ão amorosa entre membros de classes sociais diferentes. Eproblematizam as diferentes visões de mundo na sociedade durante o período colonial.",Linguagens
2021,Disponível em: www .deskgram.org. Acesso em: 12 dez. 2018 (adaptado). A associação entre o texto verbal e as imagens da garrafa e do cão configura recurso expressivo que busca Aestimular denúncias de maus-tratos contra animais. Bdesvincular o conceito de descarte da ideia de negligência. Cincentivar campanhas de adoção de animais em situação de rua. Dsensibilizar o público em relação ao abandono de animais domésticos. Ealertar a população sobre as sanções legais acerca de uma prática criminosa.,Linguagens
2021,"HENFIL. Disponível em: https://medium.com. Acesso em: 29 out. 2018 (adaptado). Nessa tirinha, produzida na década de 1970, os recursos verbais e não verbais sinalizam a finalidade de Areforçar a luta por direitos civis. Bexplicitar a autonomia feminina. Cironizar as condições de igualdade. Destimular a abdicação da vida social. Ecriticar as obrigações da maternidade.",Linguagens
2021,"A crise dos refugiados imortalizada para sempre no fundo do mar TAYLOR, J. C. A balsa de Lampedusa . Instalação. Museu Atlântico, Lanzarote, Canárias, 2016 (detalhe). A balsa de Lampedusa , nome da obra do artista britânico Jason de Caires Taylor , é uma das instalações criadas por ele para compor o acervo do primeiro museu submarino da Europ a, o Museu Atlântico, localizado em Lanzarote, uma das ilhas do arquipélago das Canárias.          Lampedusa é o nome da ilha italiana onde a grande maioria dos refugiados que saem da África  ou de países como Síria, Líbano e Iraque tenta chegar para conseguir asilo no continente europeu.       As esculturas do Museu Atlântico ficam a 14 metros de profundidade nas águas cristalinas de Lanzarote.        Na balsa, estão dez pessoas. Todas têm no rosto a expressão do abandono. Entre elas, há algumas crianças. Uma delas, uma menina debruçada sobre a beira do bote, olha sem esperança o horizonte . A imagem é tão forte que dispensa qualquer palavra. Exatamente o papel da arte. Disponível em: http://conexaoplaneta.com.br. Acesso em: 22 jun. 2019 (adaptado). Além de apresentar ao público a obra A balsa de Lampedusa , essa reportagem cumpre, paralelamente, a função de chamar a atenção para Aa ilha de Lanzarote, localizada no arquipélago das Canárias, com vocação para o turismo. Bas muitas vidas perdidas nas travessias marítimas em embarca ções precárias ao longo dos séculos. Ca inovação relativa à construção de um museu no fundo do mar, que só pode ser visitado por mergulhadores. Da construção do museu submarino como um memorial para as centenas de imigrantes mortos nas travessias pelo mar . Ea arte como perpetuadora de episódios marcantes da humanidade que têm de ser relembrados para que não tornem a acontecer .",Linguagens
2021,"TEXT O I Correu à sala dos retratos, abriu o piano, sentou-se e espalmou as mãos no teclado. Começou a tocar alguma coisa  própria, uma inspiração real e pronta, uma polca, uma polca buliçosa, como dizem os anúncios. Nenhuma repulsa da parte do compositor; os dedos iam arrancando as notas, ligando-as, meneando-as; dir-se-ia que a musa compunha e bailava a um temp o. […] Compunha só, teclando ou escrevendo, sem os vãos esforços da véspera, sem exasperação, sem nada pedir ao céu, sem interrogar os olhos de Mozart . Nenhum tédio. Vida, graça, novidade, escorriam-lhe da alma como de uma fonte perene. ASSIS, M. Um homem célebre . Disponível em: www .biblio.com.br . Acesso em: 2 jun. 2019. TEXT O II Um homem célebre  expõe o suplício do músico popular que busca atingir a sublimidade da obra-prima clássica, e com ela a galeria dos imortais, mas que é traído por uma disposição interior incontrolável que o empurra implacavelmente na direção oposta. Pestana, célebre nos saraus, salões, bailes e ruas do Rio de Janeiro por suas composições irresistivelmente dançantes, esconde-se dos rumores à sua volta num quarto povoado de ícones da grande música europeia, mergulha nas sonatas do classicismo vienense, prepara-s e para o supremo salto criativo e, quando dá por si, é o autor de mais uma inelutável e saltitante polca. WISNIK, J. M. Machado maxixe: o caso Pestana. Teresa : revista de literatura brasileira, 2004 (adaptado). O conto de Machado de Assis faz uma referência velada ao maxixe, gênero musical inicialmente associado à escravidão e à mestiçagem. No Texto II, o conflito do personagem em compor obras do gênero é representativo da Apouca complexi dade musical das composições ajustadas ao gosto do grande público. Bprevalência de referências musicais africanas no imaginário da população brasileira. Cincipiente atribu ição de prestígio social a músicas instrumen tais feitas para a dança. Dtensa relação entre o erudito e o popular na constituição da música brasileira. Eimportância atribuída à música clássica na sociedade brasileira do século XIX.",Linguagens
2021,"Devagar , devagarinho Desacelerar é preciso. Acelerar não é preciso. Afobados e voltados para o próprio umbigo, operamos, automatizados, falas robóticas e silêncios glaciais. Ilustra bem esse estado de espírito a música Sinal fechado  (1969),  de Paulinho da Viola. Trata-se da história de dois sujeitos que se encontram inesperadamente em um sinal de trânsito. A conversa entre ambos, porém, se deu rápida e rasteira. Logo, os personagens se despedem, com a promessa de se verem em outra oportunidad e. Percebe-se um registro de comunicação vazia e superficial, cuja tônica foi o contato ligeiro e superficial construído pelos interlocutores: “Olá, como vai? / Eu vou indo, e você, tudo bem? / Tudo bem, eu vou indo correndo, / pegar meu lugar no futuro. E você? / Tudo bem, eu vou indo em busca de um sono / tranquilo, quem sabe? / Quanto tempo… / Pois é, quanto tempo… / Me perdoe a pressa  / é a alma dos nossos negócios… / Oh! Não tem de quê. / Eu também só ando a cem”. O culto à velocidade, no contexto apresentado, se coloca como fruto de um imediatismo processual que celebra o alcance dos fins sem dimensionar a qualidade dos meios necessários para atingir determinado propósito. Tal conjuntura favorece a lei do menor esforço — a comodidade — e prejudica a lei do maior esforço — a dignidade. Como modelo alternativo à cultura fast, temos o movimento slow life, cujo propósito, resumidamente, é conscientizar as pessoas de que a pressa é inimiga da perfeição e do prazer , buscando assim reeducar seus sentidos para desfrutar melhor os sabores da vida. SILVA, M. F . L. Boletim UFMG , n. 1 749, set. 201 1 (adaptado). Nesse artigo de opinião, a apresentação da letra da canção Sinal fechado é uma estratégia argumentativa que visa sensibilizar o leitor porque Aadverte sobre os riscos que o ritmo acelerado da vida oferece. Bexemplifica o fato criticado no texto com uma situação concreta. Ccontrapõe situações de aceleração e de serenidade na vida das pessoas. Dquestiona o clichê sobre a rapidez e a aceleração da vida moderna. Eapresenta soluções para a cultura da correria que as pessoas vivenciam hoje.",Linguagens
2021,"A história do futebol brasileiro contém, ao longo de um século, registros de episódios racistas. Eis o paradoxo: se, de um lado, a atividade futebolística era depreciada aos olhos da “boa sociedade” como  profissão destinada aos pobres, negros e marginais, de outro, achava-se investida do poder de representar e projetar a nação em escala mundial. A Copa do Mundo no Brasil, em 1950, viria a se constituir , nesse sentido, em uma rara oportunidade. Contudo, na decisão contra o Uruguai sobreveio o inesperado revés. As crônicas esportivas elegiam o goleiro Barbosa e o defensor Bigode como bodes expiatórios, “descarregando nas costas” dos jogadores os “prejuízos” da derrota. Uma chibata moral, eis a sentença proferida no tribunal dos brancos. Nos anos 1970, por não atender às expectativas normat ivas suscitadas pelo estereótip o do “bom negro”, Paulo César Lima foi classificado como “jogador-problema”. Ele esbo çava a revolta da chibata no futebol brasileiro. Enquant o Barbosa e Bigode, sem alternativa, suportaram o linchamento moral na derrota de 1950, Paulo César contra-atacava os que pretendiam condená-lo pelo insucesso de 1974. O jogador assumia as cores e as causas defendidas pela esquadra dos pretos em todas as esferas da vida social. “Sinto na pele esse racismo subjacente”, revelou à imprens a francesa: “Isto é, ninguém ousa pronunciar a palavra ‘racismo’. Mas posso garantir que ele existe, mesmo na Seleçã o Brasileira”. Sua ousadia consistiu em pronunciar a palav ra interdita no espaço simbólico do discurso oficial para reafirmar o mito da democracia racial. Disponível em: https://observatorioracialfutebol.com.br . Acesso em: 22 jun. 2019 (adaptado). O texto atribui o enfraquecimento do mito da democracia racial no futebol à Aresponsabilização de jogadores negros pela derrota na final da Copa de 1950. Bprojeção mundial da nação por um esporte antes destinado aos pobres. Cdepreciação de um esporte associado à marginalidade. Dinterdição da palavra “racismo” no contexto esportivo. Eatitude contestadora de um “jogador-problema”.",Linguagens
2021,"MEIRELLES, V . Moema . Óleo sobre tela, 129 cm x 190 cm. Masp, São Paulo, 1866. Disponível em: www .masp.art.br . Acesso em: 13 ago. 2012 (adaptado). Nessa obra, que retrata uma cena de Caramuru , célebre poema épico brasileiro,  a filiação à estética romântica manifesta-se na Aexaltação do retrato fiel da beleza feminina. Btematização da fragilidade humana diante da morte. Cressignificação de obras do cânone literário nacional. Drepresentação dramática e idealizada do corpo da índia. Eoposição entre a condição humana e a natureza primitiva.",Linguagens
2021,"Coincidindo com o Dia Internacional dos Direitos da Infância, foram apresentados diversos trabalh os que mostram as mudanças que afetam a vida das crianças. Um desses estudos compara o que sonham e brincam as crianças hoje em relação às dos anos 1990. E o que se descobriu é que as crianças têm agora menos lazer e estão mais sobrecarregadas por deveres e atividades extracurriculares do que as de 25 anos atrás. As crianças de hoje não só dedicam menos tempo para brincar , como também, quando brincam, a maioria não o faz com outras crianças no parque, na rua ou na praça, mas em casa e muitas vezes sozinhas. E já não brincam tanto com brinquedos, mas com aparelhos eletrônicos, entre os quais predomina o jogo individual com a máquina. OLIV A, M. P . O direito das crianças ao lazer… e a crescer sem carências.   El País , 20 nov . 2015 (adaptado).  O texto indica que as transformações nas experiências lúdicas na infância Afomentaram as relações sociais entre as crianças. Btornaram o lazer uma prática difundida entre as crianças. Cincentivaram a criação de novos espaços para se divertir . Dpromoveram uma vivência corporal menos ativa. Econtribuíram para o aumento do tempo dedicado para brincar .",Linguagens
2021,"Que tal transfor mar a int ernet em p alco p ara a dança? O coreógrafo e bailarino Didier Mulleras se destaca como um dos criadores que descobriram a dança de outro ponto de vista. Mini@tures  é uma experiência emblemática entre movimento, computador , internet e vídeo. Com os recursos da computação gráfica, a dança das miniaturas pode caber na palma da mão. Pelo fato de usar a internet como palco, o processo de criação das miniaturas de dança levou em consideração os limites de temp o de download e o tamanho de arquivo, para que um número maior de “espectadores” pudesse assistir . A graça das miniaturas está justamente na contaminação entre mídias: corpo/dança/computação gráfica/internet. De fato, é a rede que faz a maior diferença nesse grupo. Mini@tures explora uma nova dimensão que descobre o espaço-tempo  da web e conq uista um novo território para a dança contem porânea. A qualquer hora, dança on-line. SPANGHERO, M.  A dança dos encéfalos acesos . São Paulo: Itaú Cultural, 2003 (adaptado). Considerado o primeiro projeto de dança contemporânea concebido para a rede, esse trabalho é apresentado como inovador por Aadotar uma perspectiva concei tual como contraposição à tradição de grandes espetáculos. Bcriar novas formas de financiam ento ao utilizar a internet para divulgação das apresentações. Cprivilegiar movim entos gerados por computação gráfica, com a substituição do palco pela tela. Dproduzir uma arte multimodal, com o intuito de ampliar as possibilidades de expressão estética. Eredefinir a extensão e o propósito do espetáculo para adaptá-lo ao perfil de diferentes usuários.",Linguagens
2021,"TEXT O I O mito da estiagem em São Paulo Os estoques de água doce são inesgotáveis, na medida em que são alimentados principalmente pelos oceanos, infinitos via evaporação e precip itação, ou seja, pelo ciclo hidrológico, que depende de forças físicas as quais o homem nunca poderá interromper . Enquanto existirem, o ciclo funcionará e os estoques de água doce nos continentes serão repostos indefinidamente.         Obviamente que a água não se distribui equitativamente pelo planeta. Há regiões com muita água, normalmente na zona tropical, na qual a evaporação é maior , e regiões áridas, onde, por razões específicas da dinâmica climática, as taxas de evaporação são maiores do que a precipitação, gerando déficit de reposição de estoques de água doce. Disponível em: www .cartanaescola.com.br . Acesso em: 17 jan. 2015 (adaptado). TEXT O II O processo de sedimentação no fundo do lago de um reservatório é um processo lento. Os sedimentos vão formando argila, que é uma rocha impermeável. Então, a água daquele lago não vai alimentar  os aquíferos. Mesmo tendo muita quantidade de água superficial, ela não consegue penetrar no solo para alimentar os aquíferos. Se não for usada no consumo, ela vai simplesmente evaporar e vai cair em outro lugar , levada pelas correntes aéreas. Isso é outro motivo pelo qual os aquíferos não conseguem recuperar seu nível, porque não recebem água. Disponível em: www .jornalopcao.com.br . Acesso em: 17 jan. 2015 (adaptado). Os textos I e II abordam a situação dos reservatórios de água doce do planeta. Entretanto, a divergência entre eles está na ideia de que é possível Amanter os estoques de água doce. Butilizar a água superficial para o consumo. Crepor os estoques de água doce em regiões áridas. Dreduzir as taxas de precipitação e evaporação da água. Eequalizar a distribuição de água doce nas diferentes regiões.",Linguagens
2021,"Os linguistas têm notado a expansão do tratamento informal. “Tenho 78 anos e devia ser tratado por senhor , mas meus alunos mais jovens me tratam por você ”, diz o professor Atalib a Castilho, aparentemente sem se incomodar com a informalidade, inconcebível em seus tempos de estudante. O você , porém,  não reinará sozinho. O tu predomina em Porto Alegre e convive com o você  no Rio de Janeiro e em Recife, enquanto você é o tratamento predominante em São Paulo, Curitiba, Belo Horizonte e Salvador . O tu já era mais próximo e menos formal que você nas quase 500 cartas do acervo on-line de uma instituição universitária, quase todas de poetas, políticos e outras personalidades do final do século XIX e início do XX. Disponível em: http://revistapesquisa.fapesp.br . Acesso em: 21 abr . 2015 (adaptado). No texto, constata-se que os usos de pronomes variaram ao longo do tempo e que atualmente têm empregos diversos pelas regiões do Brasil. Esse processo revela que Aa escolh a de “você” ou de “tu” está condicionada à idade da pessoa que usa o pronome. Ba possib ilidade de se usar tanto  “tu” quanto “você” caracteriza a diversidade da língua. Co pronome “tu” tem sido empregado em situações informais por todo o país. Da ocorrência simultânea de “tu” e de “você” evidencia a inexistência da distinção entre níveis de formalidade. Eo empre go de “você” em docum entos escritos demonstra que a língua tende a se manter inalterada.",Linguagens
2021,"O solo A morte do cisne , criado em 1905  pelo russo Mikhail Fokine a partir da música do comp ositor francês Camille Saint-Saens, retrata o último voo de um cisne antes de morrer . Na versã o original, uma bailarina com figurino impecavelmente branco e na ponta dos pés interpreta toda a agonia da ave se debatendo até desfalecer . Em 2012, John Lennon da Silva, de 20 anos, morador do bairro de São Mateus, na Zona Leste de São Paulo, elaborou um novo jeito de dançar a coreografia imortalizada pela bailarina Anna Pavlova. No lugar de um colã e das sapatilhas, vestiu calça jeans, camiseta e tênis. Em vez de balé, trouxe o estilo popping  da street dance . Sua apresentação inovadora de A morte do cisne , que foi ao ar no programa Se ela dança, eu danço , virou hit no Y ouTube. Disponível em: www .correiobraziliense.com.br . Acesso em: 18 jun. 2019 (adaptado). A forma original de John Lennon da Silva reinterpretar a coreografia de A morte do cisne demonstra que Aa composição da coreografia foi influenciada pela escolha do figurino. Ba criação artística é beneficiada pelo encontro de modelos oriundos de diferentes realidades socioculturais. Ca variação entre os modos de dançar uma mesma música evidencia a hierarquia que marca manifestações artísticas. Da formaç ão erudita, à qual o dançarino não teve acesso, resulta em artistas que só conhecem a estética da arte popular . Ea interpretação, por homens, de coreografias originalmente concebidas para mulheres exige uma adaptação complexa.",Linguagens
2021,"Seus primeiros anos de detento foram difíceis; aos poucos entendeu como o sistema funciona. Apanhou dezenas de vezes, teve o crânio esmagado, o maxilar deslocado, braços e pernas quebrados; por fim, um dia ficou lesionado da perna quando foi jogado da laje de um pavilhão. Nem todas as vezes ele soube por que apanhou, muito menos da última, quando foi deixado para morrer , mas sobreviveu. Seu corpo, moído no inferno, aguarda o fim dos seus dias. Já não questiona mais. Obedece. Cumpre as ordens. Baixa a cabeç a e se retira. Apanha, às vezes com motivo, às vezes  sem. Por onde passou, derramaram seu sangue. Seu rastro pode ser seguido. Intrig a ter sobrevivido durante tantos anos. Pouquíssimos chegaram à terceira idade encarcerados. MAIA, A. P . Assim na terra como embaixo da terra . Rio de Janeiro: Record, 2017. A narrativa concentra sua força expressiva no manejo de recursos formais e numa representação ficcional que Abuscam perpetuar visões do senso comum. Btrazem à tona atitudes de um estado de exceção. Cpromovem a interlocução com grupos silenciados. Dinspiram o sentimento de justiça por meio da empatia. Erecorrem ao absurdo como forma de traduzir a realidade.",Linguagens
2021,"– O senhor pensa que só porque o deixaram morar neste país pode logo ir fazendo o que quer? Nunc a ouviu falar num troço chamado autoridades constituídas? Não sabe que tem de conhecer as leis do país? Não sabe que existe uma coisa chamada Exército Brasileiro, que o senhor tem de respeitar? Que negócio é esse? [...] Eu ensino o senhor a cumprir a lei, ali no duro: “dura lex”! Seus filhos são uns mole ques e outra vez que eu souber que andaram incomodando o General, vai tudo em cana. Morou? Sei como tratar gringos feito o senhor . [...] Foi então que a mulher do vizinho do General interveio: – Era tudo que o senhor tinha a dizer a meu marido? O delegado apenas olhou-a, espantado com o atrevimen to. – Pois então fique sabendo que eu também sei tratar tipos como o senhor . Meu marido não é gringo nem meus filhos são moleques. Se por acaso importunaram o General, ele que viesse falar comigo, pois o senhor também está nos importunando. E fique sabendo  que sou brasileira, sou prima de um Major do Exército, sobrinha de um Coronel, e filha de um General! Morou? Estarrecido, o delegado só teve força para engolir em seco e balbuciar humildemente: – Da ativa, minha senhora?. SABINO, F . A mulher do vizinho. In: Os melhores contos . Rio de Janeiro: Record, 1986. A representação do discurso intimidador engendrada no fragmento é responsável por Aironizar atitudes e ideias xenofóbicas. Bconferir à narrativa um tom anedótico. Cdissimular o ponto de vista do narrador . Dacentuar a hostilidade das personagens. Eexaltar relações de poder estereotipadas.",Linguagens
2021,"Os velhos papéis, quando não são consumidos pelo fogo, às vezes acordam de seu sono para contar notícias do passado. É assim que se descobre algo novo de um nome antigo , sobre o qual já se julgava saber tudo, como Machado de Assis. Por exemplo, você provavelmente não sabe que o autor carioca, morto em 1908, escreveu uma letra do hino nacional em 1867 — e não poderia saber mesmo, porque os versos seguiam inéditos. Até hoje. Essa letra acaba de ser descoberta, em um jornal antigo de Florianópolis, pelo pesquisador independente  Felipe Rissato. “Das florestas em que habito/ Solto um canto varonil:/ Em honra e glória de Pedro/ O gigante do Brasil”, diz o começo do hino, composto de sete estrofes em redondilhas maiores, ou seja, versos de sete sílabas poéticas. O trecho também é o refrão da música. O Pedro  mencio nado é o imperador Dom Pedro II. O bruxo do Cosme Velho compôs a letra para o aniversário de 42 anos do monarca, em 2 de dezembro daquele ano — o hino seria apresentado naquele  dia no teatro da cidade de Desterro, antigo nome de Florianópolis. Disponível em: www .revistaprosaversoearte.com. Acesso em: 4 dez. 2018 (adaptado). Considerando-se as operações de retomada de informações na estruturação do texto, há interdependência entre as expressões A“Os velhos papéis” e “É assim”. B“algo novo” e ""sobre o qual"". C“um nome antigo” e “Por exemplo”. D“O gigante do Brasil” e “O Pedro mencionado”. E“o imperador Dom Pedro II” e “O bruxo do Cosme V elho”.",Linguagens
2021,"RODRIGUES, S. Acervo pessoal .      A revolução estética brasiliense empurrou os designers de móveis dos anos 1950 e início dos 1960 para o novo. Induzidos a abandonar o gosto rebuscado pelo colonial, a trocar Ouro Preto por Brasília, eles criaram um mobiliário contemporâneo que ainda hoje vemos nas lojas e nas salas de espera de consultórios e escritórios. Colada no uso de madeiras nobres , como o jacara ndá e a peroba, e em materiais de revestimento como o couro e a palhinha, desenvolveu-se uma tendência feita de linhas retas e curvas suaves, nos moldes da capital no Cerrado. CHAVES, D. Disponível em: www .veja.abril.com.br . Acesso em: 29 jul. 2010. Na reportagem sobre os 50 anos de Brasília, de Débora Chaves, com a reprodução fotográfica de cadeiras e poltronas de Sérgio Rodrigues, verifica-se que os elementos da estética brasiliense Aaparecem definidos nas linhas retas dos objetos. Bexpressam o desenho rebuscado por meio das linhas.  Cmostram a expressão assimétrica das linhas curvas suaves. Dapontam a unidade de matéria-prima utilizada em sua fabricação. Esurgem na simplificação das informações visuais de cada composição.",Linguagens
2021,"Thumbs Up Ponto positivo para o Facebook, que vai dar uma ajeitada na casa para, quem sabe, não ser mais conhecido como o espaço da treta. Durante a F8, sua conferência anual, a empresa anunciou a maior mudança de design do serviço em 5 anos. Agora, o polêmico feed de notícias deixa de ser o protagonista, e o queridinho da rede social se torna o segmento de Grupos (é o Orkut  fazendo escola?). Segundo Mark Zuckerberg, mais de 1 bilhão de usuários mensais entram nessa aba do aplicativo, e 400 mil deles já estão integrados em grupos de “assun tos significativos”. O objetivo agora é aumentar o tráfego, oferecendo mais sugestões e ferramentas especiais para quem gerencia essas comunidades.  Além disso, o Marketplace, que já tem mais de 800 milhões de usuários, vai ganhar mais atenção e integração. Com isso, parece que há um novo padrão se montando na rede social: sai o feed, entra a segmentação, que pode ser uma boa porta para monetizaçã o nos próximos anos. No mesmo evento, Zuckerberg também disse que o futuro do Face book é a privaci dade, mas não deu muitos detalhes de como vai proteger seus clientes daqui para frente. Evitar que vazamentos de dados  dos usuários aconteçam é um bom começo. #FicaaDica Disponível em: https://thebrief.us16.list-manage.com. Acesso em: 3 maio 2019 (adaptado).   O texto relata que uma rede social virtual realizará sua maior mudança de design dos últimos anos. Esse fato revela que as tecnologias de informação e comunicação Abuscam oferecer mais privacidade. Bassimilam os comportamentos dos usuários. Cpromovem maior interação em ambientes virtuais. Doferecem mais facilidades para obter cada vez mais lucro. Eevoluem para ficar mais parecidas umas com as outras.",Linguagens
2021,"Reaprender a ler notícias      Não dá mais para ler um jornal, revista ou assistir a um telejornal da mesma forma que fazíamos até o surgimento da rede mundial de computado res. O Observatório da Imprensa antecipou isso lá nos idos de 1996 quando cunhou o slogan “Você nunca mais vai ler jornal do mesmo jeito”. De fato, hoje já não basta mais ler o que está escrito ou falado para estar bem informado. É preciso conhecer as entreli nhas e saber que não há objetividade e nem isenção absolutas, porque cada ser humano vê o mundo de uma forma diferente. Ter um pé atrás passou a ser a regra básica número um de quem passa os olhos por uma primeira página, capa de revista ou chamadas de um noticiário na TV .      Há uma diferença importante  entre desconfiar de tudo e procurar ver o maior número possível de lados de um mesm o fato, dado ou evento. Apena s desconfiar não resolve porque se trata de uma atitude passiva. É claro, tudo começa com a dúvida, mas a partir dela é necessár io ser proativo, ou seja, investigar , estudar , procurar os elementos ocultos que sempre existem numa notíc ia. No começo é um esforço solitário que pode se tornar coletivo à medida que mais pessoas descobrem sua vulnerabilidade informativa. Disponível em: www .observatoriodaimprensa.com.br . Acesso em: 30 set. 2015 (adaptado). No texto, os argumentos apresentados permitem inferir que o objetivo do autor é convencer os leitores a Abuscarem fontes de informação comprometidas com a verdade. Bprivilegiarem notícias veiculadas em jornais de grande circulação. Cadotarem uma postura crítica em relação às informações recebidas. Dquestionarem a prática jornalística anterior ao surgimento da internet. Evalorizarem reportagens redigidas com imparcialidade diante dos fatos.",Linguagens
2021,"Não que Pelino fosse químico, longe disso; mas era sábio, era gramático. Ninguém escrevia em Tubiacanga que não levasse bordoada do Capitão Pelino, e mesmo quando se falava em algum homem notável lá no Rio, ele não deixava de dizer: “Não há dúvida! O homem tem talento, mas escrev e: ‘um outro’, ‘de resto’…” E contraía os lábios como se tivesse engolido alguma cousa amarga. Toda a vila de Tubiacanga acostumou-se a respeitar o solene Pelino, que corrigia e emendava as maiores glórias nacionais. Um sábio… Ao entardecer , depois de ler um pouco o Sotero, o Candido de Figueiredo ou o Castro Lopes, e de ter passado mais uma vez a tintura nos cabelos, o velho mestre-escola  saía vagarosamente de casa, muito abotoado no seu paletó de brim mineiro, e encaminhava-se para a botica do Bastos a dar dous dedos de prosa. Conversar é um modo de dizer , porque era Pelino avaro de palavras, limitando-se tão-somente  a ouvir . Quando, porém, dos lábios de alguém escapava a menor incorreção de lingu agem, intervinha e emendava. “Eu asseguro, dizia o agente do Correio, que…” Por aí, o mestr e-escola intervin ha com mansuetude evangélica: “Não diga ‘asseguro’, Senhor Bernardes; em português é garanto”. E a conversa continuava depois  da emenda, para ser de novo interrompida por uma outra. Por essa s e outras, houve muitos palestradores que se afastaram, mas Pelino, indiferente, seguro dos seus deveres, continuava o seu apostolado de vernaculismo. BARRET O, L. A Nov a Califór nia. Disponível em: www.dominiopublico.gov.br. Acesso em: 24 jul. 2019. Do  ponto  de  vista  linguístico,  a  defesa  da  norma-padrão  pelo  personagem  caracteriza-se  por Acontestar o ensino de regras em detrimento do conteúdo das informações. Bresgatar valores patrióticos relacionados às tradições da língua portuguesa. Cadotar uma perspectiva complacente em relação aos desvios gramaticais. Dinvalidar os usos da língua pautados pelos preceitos da gramática normativa. Edesconsiderar diferentes níveis de formalidade nas situações de comunicação.",Linguagens
2021,"O skate apareceu como forma de vivência no lazer em períodos  de baixa nas ondas e ficou conhecido como “surfinho”. No início foram utilizados eixos e rodinhas de patins pregados numa madeira qualquer , para sua composição, sendo as rodas de borracha ou ferro. O grande  marco na história do skate ocorreu em 1974, quando o engenheiro químico chamad o Frank Nasworthy descobriu o uretano, material mais flexível, que oferecia mais aderência às rodas. A dependência dos skatistas em relação a esse novo material igualme nte alavancou o surgimento de novas manobras e possibilitou a um maior número de pessoas inexperientes começar a prática dessa modalidade. O resultado foi a criação de campeonatos, marcas, fábricas e lojas especializadas. ARMBRUST , I.; LAURO, F . A. A. O skate e suas possibilidades educacionais.   Motriz , jul.-set. 2010 (adaptado). De acordo com o texto, diversos fatores ao longo do tempo Acontribuíram para a democratização do skate. Bevidenciaram as demandas comerciais dos skatistas. Cdefiniram a carreira de skatista profissional. Dpermitiram que a prática social do skate substituísse o surfe. Eindicaram a autonomia dos praticantes de skate.",Linguagens
2021,"Estojo escolar Rio de Janeiro — Noite dessa s, ciscando num desses canais a cabo, vi uns caras oferecendo maravilhas eletrônicas, bastava telefonar e eu receberia um notebook capaz de me ajudar a fabricar um navio, uma estação espacial. […] Com o prete ndo viajar esses dias, habilitei-me a comprar aquilo que os caras anunciavam como o top do top em matéria de computador portátil. No sába do, recebi um embrulho complicado que necessitava  de um manual de instruções para ser aberto. […] De repente , como vem acontecendo nos últimos tempos,  houve um corte na memória e vi diante de mim o meu primeiro estojo escolar . Tinha 5 anos e ia para o jardim de infância. Era uma caixinh a comprida, envernizada, com uma tampa que corria nas bordas do corpo principal. Dentro, arrumad os em divisões, havia lápis coloridos, um apontador , uma lapiseira cromada, uma régua de 20 cm e uma borracha para apagar meus erros. […] Da caixinha vinha um cheiro gostoso, cheiro que nunca esqueci e que me tonteava de prazer . […] O notebook que agora abro é negro e, em matéria de cheiro, é abominável. Cheira vilmente a telefone celular , a cabine de avião, a aparelho de ultrassonografia onde outro dia uma moça veio ver como sou por dentro. Acho que piorei de estojo e de vida. CONY, C. H. Crônicas p ara ler na escola. São P aulo: Objetiva, 2009 (adaptado). No texto , há marcas da função  da linguagem que nele predomina. Essas marcas são responsáveis por colocar em foco o(a) Amensagem, elevando-a à categoria de objeto estético do mundo das artes. Bcódigo, transfor mando a linguagem utilizada no texto na própria temática abordada. Ccontexto, fazendo das informações presentes no texto seu aspecto essencial. Denunciador , buscando expressar sua atitude em relação ao conteúdo do enunciado. Einterlocutor , considerando-o responsável pelo direcionamento dado à narrativa pelo enunciador .",Linguagens
2021,"LEMOS, A. Artistas brasileiras . Belo Horizonte: Miguilim, 2018. O que assegura o reconhecimento desse texto em quadrinhos como prefácio é o(a) Afunção de apresentação do livro. Bapelo emocional apoiado nas imagens. Cdescrição do processo criativo da autora. Dreferência à mescla dos trabalhos manual e digital. Euso de elementos gráficos voltados para o público-alvo.",Linguagens
